 Degradation Factor ID, Health Assessment ID, Factor
635929950,1935965815,Wear
1553675465,1935965815,Rust
2058077804,1935965815,Weather Damage
252246532,832673432,Thermal Stress
1066403393,832673432,Rust
2069079836,832673432,Thermal Stress
775768782,832673432,Physical Damage
1519106643,832673432,Age
2103969890,344299757,Wear
175528978,344299757,Thermal Stress
1067266476,344299757,Physical Damage
1972780593,344299757,Environmental Exposure
2140924409,344299757,Electrical Stress
526142738,1884268498,Physical Damage
389472054,1884268498,Rust
445490530,1884268498,Environmental Exposure
1801642266,1884268498,Physical Damage
829148270,2032190454,Rust
1419991537,2032190454,Electrical Stress
2064100622,2032190454,Wear
3221520,2032190454,Wear
1782202559,2107771397,Age
873148374,650894287,Physical Damage
638914824,650894287,Electrical Stress
599003133,650894287,Thermal Stress
1801521437,947123681,Environmental Exposure
1581215980,947123681,Weather Damage
398444691,749575992,Thermal Stress
909711062,749575992,Electrical Stress
101319935,749575992,Rust
1385588608,1881820110,Wear
856846111,1881820110,Weather Damage
61425277,1185992829,Physical Damage
1642535127,1185992829,Electrical Stress
252503253,1185992829,Electrical Stress
296750995,1185992829,Environmental Exposure
1650538161,1185992829,Thermal Stress
1607540490,1826126664,Rust
1765408495,1826126664,Age
1253574130,1826126664,Weather Damage
826725103,1826126664,Rust
70025486,409461952,Weather Damage
1782819750,409461952,Physical Damage
818933762,409461952,Thermal Stress
1048071356,409461952,Physical Damage
1781625524,409461952,Wear
475792077,1161982225,Physical Damage
1046360008,1161982225,Rust
949758353,1161982225,Weather Damage
1029204080,1161982225,Weather Damage
1285498419,1161982225,Wear
1942414387,607092153,Electrical Stress
1250953009,607092153,Weather Damage
1525092872,607092153,Electrical Stress
342739511,607092153,Thermal Stress
1436736904,607092153,Rust
554132386,642359243,Electrical Stress
592680119,642359243,Physical Damage
1750706710,642359243,Environmental Exposure
1818789039,524918092,Physical Damage
2101440912,524918092,Thermal Stress
1695323111,524918092,Weather Damage
1765681788,524918092,Environmental Exposure
1185018914,524918092,Weather Damage
1384943408,826691970,Wear
312321906,826691970,Environmental Exposure
1187197254,826691970,Weather Damage
1423553484,1906489210,Environmental Exposure
780082267,1906489210,Age
2116138498,1906489210,Weather Damage
1788575639,1906489210,Weather Damage
1067304761,1906489210,Wear
518231691,214541776,Weather Damage
927494648,214541776,Physical Damage
48634878,214541776,Age
72099464,214541776,Rust
2039552474,214541776,Weather Damage
1373060585,1151510637,Environmental Exposure
1313383445,1151510637,Thermal Stress
607752412,1151510637,Age
775361646,1151510637,Age
918757413,161098346,Age
328999694,161098346,Environmental Exposure
1328554912,161098346,Physical Damage
965241956,161098346,Thermal Stress
2080431382,161098346,Rust
245266299,1950947989,Wear
484768416,1950947989,Weather Damage
1393306072,1950947989,Wear
1473499530,1950947989,Electrical Stress
41554040,865031549,Wear
1771928539,865031549,Rust
2064628910,865031549,Age
665020772,2026348060,Physical Damage
134678514,2026348060,Thermal Stress
1840008832,2026348060,Thermal Stress
1064651252,284552002,Electrical Stress
965853593,284552002,Rust
1563408432,284552002,Weather Damage
1863498996,1707264519,Rust
1572879800,1707264519,Electrical Stress
544052882,1707264519,Physical Damage
1778266001,1124026585,Age
1948768476,1124026585,Rust
942231241,1124026585,Age
2023500680,1124026585,Thermal Stress
732577007,1124026585,Physical Damage
1478816772,377145726,Environmental Exposure
787723002,377145726,Weather Damage
276694507,377145726,Physical Damage
104185468,350292764,Environmental Exposure
199563737,350292764,Thermal Stress
729442479,350292764,Wear
873628210,350292764,Rust
1307847665,1170609781,Electrical Stress
1391243266,1170609781,Thermal Stress
1906681633,1170609781,Electrical Stress
1822685197,1170609781,Age
1165631019,1170609781,Electrical Stress
1228984627,463377409,Weather Damage
469751985,463377409,Environmental Exposure
855566590,463377409,Wear
569781479,463377409,Physical Damage
33998958,463377409,Thermal Stress
1539091183,1708661913,Thermal Stress
373426091,1708661913,Age
1618829724,1708661913,Thermal Stress
1957543627,1535405447,Physical Damage
83950097,1535405447,Environmental Exposure
2129837959,1535405447,Thermal Stress
1119733011,1535405447,Weather Damage
1146336009,1535405447,Thermal Stress
1001570958,1054529271,Weather Damage
98954395,1054529271,Environmental Exposure
949856369,1054529271,Age
1172074110,1054529271,Physical Damage
607383600,1054529271,Physical Damage
913042036,361947771,Wear
1446131056,361947771,Weather Damage
611755258,361947771,Weather Damage
536076959,1232785410,Physical Damage
1434980320,1232785410,Age
683480344,1232785410,Environmental Exposure
1927325415,586786381,Electrical Stress
1292883002,586786381,Thermal Stress
966609194,586786381,Weather Damage
621284364,1983228417,Electrical Stress
572870837,1983228417,Rust
1434994291,1983228417,Wear
1131064081,1983228417,Environmental Exposure
692573231,1983228417,Weather Damage
1667947755,955997995,Rust
749802596,955997995,Rust
1605532280,955997995,Environmental Exposure
1386515638,955997995,Environmental Exposure
382263718,944803698,Environmental Exposure
1342727199,944803698,Weather Damage
955926582,944803698,Weather Damage
786683387,1000631541,Electrical Stress
1428124524,1000631541,Thermal Stress
1350566470,1000631541,Age
1401294951,1000631541,Age
1161324576,1000631541,Age
74182250,80469224,Environmental Exposure
889986611,80469224,Rust
2075432620,80469224,Rust
1302260448,80469224,Physical Damage
1252715451,80469224,Wear
704741341,2098128578,Age
626892034,2098128578,Rust
1017283903,2098128578,Rust
1963829071,2098128578,Thermal Stress
1560698662,2098128578,Wear
349979725,1652759903,Rust
792496280,1652759903,Thermal Stress
1328966795,1652759903,Rust
768920763,1091250822,Weather Damage
345727211,1091250822,Environmental Exposure
56043498,1091250822,Age
47372913,1091250822,Electrical Stress
776919721,1091250822,Age
1474522725,325824974,Weather Damage
383733492,325824974,Electrical Stress
2077242986,325824974,Wear
1635139090,325824974,Wear
1856906767,325824974,Thermal Stress
1606289157,1450736357,Rust
1067407821,1450736357,Thermal Stress
540548284,1450736357,Environmental Exposure
2076455218,1450736357,Rust
763488535,1450736357,Electrical Stress
611217748,251854340,Environmental Exposure
1380701788,251854340,Weather Damage
628889517,251854340,Rust
850191627,251854340,Wear
2079674439,279653874,Environmental Exposure
1804959305,279653874,Thermal Stress
2058747231,279653874,Thermal Stress
932279069,279653874,Thermal Stress
785280797,279653874,Environmental Exposure
466359997,1497696841,Environmental Exposure
454441144,1497696841,Physical Damage
121454596,1497696841,Physical Damage
1656062064,1497696841,Weather Damage
472665043,1684119294,Physical Damage
446218386,1684119294,Rust
1675186355,1684119294,Age
750337428,1684119294,Environmental Exposure
998069870,1684119294,Wear
1167554555,1218198104,Environmental Exposure
742278968,1218198104,Thermal Stress
1788639667,1218198104,Rust
705531601,1218198104,Rust
584788457,766203973,Wear
307235776,766203973,Age
1421020568,766203973,Weather Damage
1571296042,766203973,Thermal Stress
35453589,766203973,Wear
2119422915,302976929,Electrical Stress
696921959,302976929,Thermal Stress
32077754,302976929,Wear
178774807,302976929,Rust
400530519,1712773041,Physical Damage
2110971796,1712773041,Environmental Exposure
1402072266,1712773041,Thermal Stress
623633979,1712773041,Environmental Exposure
2007976872,980797332,Age
574216387,980797332,Physical Damage
1531981403,980797332,Electrical Stress
1667505703,1676037789,Age
1189634929,1676037789,Thermal Stress
1224238613,1676037789,Environmental Exposure
1881299568,2069257811,Age
2042505124,2069257811,Physical Damage
86154404,2069257811,Rust
2078975434,2069257811,Electrical Stress
390603101,2069257811,Wear
2082688118,1305408350,Thermal Stress
496553123,1305408350,Age
561124715,1305408350,Rust
1531827927,1305408350,Thermal Stress
496261566,937570981,Weather Damage
1582958352,937570981,Wear
354533872,937570981,Rust
326486987,937570981,Thermal Stress
273652182,937570981,Weather Damage
475971075,2035460359,Environmental Exposure
402472727,2035460359,Wear
869740449,2035460359,Physical Damage
266635166,1309804129,Physical Damage
1421234125,1309804129,Thermal Stress
1693917420,1309804129,Weather Damage
1218431817,377085253,Thermal Stress
41356427,377085253,Age
1262271882,377085253,Weather Damage
2142922210,377085253,Environmental Exposure
12173053,639457982,Electrical Stress
851759104,639457982,Weather Damage
2018735736,639457982,Age
350674396,639457982,Wear
1485747922,1045374474,Age
1233819854,1045374474,Weather Damage
330181724,1045374474,Physical Damage
452372808,1045374474,Age
918016250,1045374474,Wear
1770900408,1070496982,Electrical Stress
1706245854,1070496982,Environmental Exposure
1766767588,1070496982,Rust
1539176111,1070496982,Thermal Stress
343550475,1070496982,Electrical Stress
433393754,169855786,Wear
1050419752,169855786,Physical Damage
1900865281,169855786,Physical Damage
1234835464,1681038407,Electrical Stress
457864549,1681038407,Rust
1759409618,1681038407,Wear
1746959891,1681038407,Rust
1272103249,1681038407,Wear
640489128,397591047,Electrical Stress
1954771002,397591047,Age
1142712628,397591047,Electrical Stress
537244194,397591047,Age
1360676735,397591047,Environmental Exposure
1327397116,443802209,Thermal Stress
975940508,443802209,Environmental Exposure
1430237652,443802209,Weather Damage
363763453,443802209,Age
1348988389,443802209,Thermal Stress
1820680970,492172517,Age
694833790,492172517,Rust
260391506,492172517,Weather Damage
307357504,974520051,Rust
1727429082,974520051,Environmental Exposure
1361726644,974520051,Environmental Exposure
658634680,1015182658,Electrical Stress
250935944,1015182658,Electrical Stress
1382971854,1015182658,Rust
405480668,1015182658,Age
389766983,1015182658,Age
245141988,1264313673,Age
1946266091,1264313673,Wear
1677307183,1264313673,Weather Damage
954829833,1264313673,Weather Damage
461401596,1264313673,Wear
1082860655,882076028,Electrical Stress
1622300172,882076028,Physical Damage
807199807,882076028,Environmental Exposure
1881423324,882076028,Weather Damage
1801127424,1589650637,Age
302878289,1589650637,Weather Damage
1749390585,1589650637,Environmental Exposure
1399548555,1589650637,Environmental Exposure
818987371,1589650637,Thermal Stress
785816222,454070394,Age
1970226963,454070394,Age
1350488106,454070394,Electrical Stress
2027833490,454070394,Physical Damage
1162785003,1401100408,Weather Damage
788661517,1401100408,Weather Damage
1705752016,1401100408,Wear
411626369,1401100408,Rust
554663397,1119269523,Thermal Stress
469783850,1119269523,Rust
676544836,1119269523,Physical Damage
1951680962,1119269523,Rust
1081226649,1369635867,Wear
770813789,1369635867,Environmental Exposure
1625314141,1369635867,Thermal Stress
414716322,1369635867,Thermal Stress
745900506,706399000,Environmental Exposure
1106576450,706399000,Physical Damage
1635634249,706399000,Environmental Exposure
454194300,706399000,Physical Damage
1571310264,706399000,Thermal Stress
2062544498,1027276140,Electrical Stress
1514899703,1027276140,Physical Damage
1741636876,1027276140,Environmental Exposure
1764275822,536306242,Wear
634380193,536306242,Wear
1175321677,536306242,Physical Damage
1191688549,38011197,Environmental Exposure
1995260889,38011197,Weather Damage
882633357,38011197,Weather Damage
1558296181,38011197,Weather Damage
2021706241,38011197,Environmental Exposure
804767918,589882999,Thermal Stress
666563951,589882999,Physical Damage
879445319,589882999,Environmental Exposure
923047175,2032066208,Thermal Stress
742369765,2032066208,Thermal Stress
1616316682,2032066208,Wear
1705562698,2032066208,Thermal Stress
1579839228,760352956,Environmental Exposure
619458326,760352956,Wear
664917177,760352956,Age
1755318624,741420158,Physical Damage
556121141,741420158,Thermal Stress
542577767,741420158,Age
337508926,741420158,Environmental Exposure
508043924,741420158,Electrical Stress
118941428,179546607,Wear
1142553351,179546607,Rust
76849205,179546607,Physical Damage
2017820412,179546607,Thermal Stress
689268753,179546607,Age
2063937953,1690524221,Weather Damage
1888905784,1690524221,Weather Damage
563218736,1690524221,Environmental Exposure
427393770,37132139,Weather Damage
1181930567,37132139,Thermal Stress
250489878,37132139,Electrical Stress
1660641948,194645266,Rust
1195345715,194645266,Environmental Exposure
1266442438,194645266,Rust
1546730590,1254957154,Physical Damage
1634659151,396585971,Age
966682732,396585971,Weather Damage
187088795,396585971,Rust
2027399415,396585971,Weather Damage
1442902397,360952360,Wear
344052586,360952360,Wear
1936520991,360952360,Thermal Stress
267656491,1427140044,Rust
2015131091,1427140044,Wear
239151860,1427140044,Electrical Stress
1392387754,1427140044,Weather Damage
1784645459,160604496,Electrical Stress
714994373,160604496,Environmental Exposure
799253043,160604496,Electrical Stress
1186225030,426715255,Physical Damage
2012583380,426715255,Age
374585409,426715255,Environmental Exposure
1785489747,426715255,Thermal Stress
657616807,426715255,Physical Damage
649118046,499816274,Thermal Stress
1892642558,499816274,Thermal Stress
1310084301,499816274,Wear
456781117,1601467181,Age
631489810,1601467181,Thermal Stress
106615661,1601467181,Physical Damage
902465666,1601467181,Physical Damage
1736965020,1601467181,Environmental Exposure
1132028294,2087059080,Environmental Exposure
423371926,2087059080,Environmental Exposure
1303899724,2087059080,Electrical Stress
1286703961,291916134,Physical Damage
1894434384,291916134,Wear
1235838408,291916134,Electrical Stress
1083075877,896390218,Electrical Stress
291481296,896390218,Rust
717662655,896390218,Thermal Stress
1674041400,377422447,Rust
1232378332,377422447,Wear
1257250128,377422447,Environmental Exposure
1647976458,957898293,Weather Damage
1884925899,957898293,Physical Damage
593666598,957898293,Environmental Exposure
1009121082,957898293,Rust
2058370669,1202253390,Electrical Stress
1549153120,1202253390,Physical Damage
1229747550,1202253390,Weather Damage
849575307,1202253390,Environmental Exposure
513263795,1216595953,Age
787601318,1216595953,Weather Damage
66768570,1216595953,Thermal Stress
141378873,1758485372,Thermal Stress
1751602063,1758485372,Weather Damage
1644797216,1758485372,Weather Damage
1329734131,1758485372,Age
280357199,1758485372,Environmental Exposure
2112938498,872661770,Wear
1057419676,872661770,Environmental Exposure
475167722,872661770,Age
495230821,814748309,Physical Damage
1497030421,814748309,Wear
1701263375,814748309,Physical Damage
1608231505,814748309,Weather Damage
420362732,1312258849,Electrical Stress
74128057,1312258849,Electrical Stress
328826859,1312258849,Electrical Stress
1677528566,1312258849,Rust
1959137523,481272398,Electrical Stress
590474144,481272398,Thermal Stress
535683880,481272398,Wear
522673413,2038670922,Thermal Stress
1504802140,2038670922,Wear
2138076764,2038670922,Rust
1675157154,2038670922,Age
982673496,896183883,Thermal Stress
972210278,896183883,Environmental Exposure
2020611313,896183883,Rust
359770802,896183883,Physical Damage
1093795530,896183883,Rust
605175964,1567164180,Weather Damage
24892008,1567164180,Physical Damage
728265067,1567164180,Physical Damage
2055056505,1567164180,Thermal Stress
159573147,31891710,Wear
1942496502,31891710,Wear
1803028311,31891710,Age
399936208,31891710,Physical Damage
682831664,1900129122,Rust
1261551819,1900129122,Electrical Stress
834051370,1900129122,Weather Damage
880568837,1900129122,Environmental Exposure
840873218,52425969,Environmental Exposure
546506211,52425969,Thermal Stress
414016946,52425969,Thermal Stress
389410823,52425969,Electrical Stress
462475547,838008308,Rust
253876032,838008308,Weather Damage
613339031,838008308,Rust
106211749,838008308,Physical Damage
504024679,838008308,Weather Damage
38648383,657670614,Weather Damage
630285066,657670614,Rust
1770403909,657670614,Age
250644262,657670614,Rust
55472230,657670614,Age
1195266341,894593844,Thermal Stress
1732603679,894593844,Age
1892571856,894593844,Wear
354998908,894593844,Electrical Stress
1659251674,894593844,Thermal Stress
2090116159,2024670064,Electrical Stress
324451644,2024670064,Weather Damage
1654669683,2024670064,Wear
1720226126,2024670064,Rust
1975499373,1955201393,Age
1440305703,1955201393,Age
1128696592,1955201393,Rust
1222319422,1955201393,Physical Damage
185426458,1627724857,Rust
2077812373,1627724857,Age
1032233399,1627724857,Physical Damage
1588605056,1627724857,Environmental Exposure
379083447,871782625,Thermal Stress
282761585,871782625,Thermal Stress
651052912,871782625,Environmental Exposure
1822242777,871782625,Electrical Stress
1181216813,808793681,Weather Damage
1385710800,808793681,Physical Damage
548751073,808793681,Age
1581956527,808793681,Age
255894138,74985431,Physical Damage
1943375390,74985431,Thermal Stress
1514478452,74985431,Wear
598821225,74985431,Environmental Exposure
42039192,74985431,Weather Damage
1526743771,1594227204,Age
453226913,1594227204,Rust
894413977,1594227204,Thermal Stress
278530688,1594227204,Rust
1207972253,1594227204,Physical Damage
1563292627,1545276618,Thermal Stress
1330641722,1545276618,Weather Damage
426445943,1545276618,Environmental Exposure
726138528,1545276618,Electrical Stress
1658168695,1545276618,Thermal Stress
533933604,1046074704,Age
1506915749,1046074704,Wear
2004627902,1046074704,Thermal Stress
1325638341,2102727638,Electrical Stress
1655370169,2102727638,Electrical Stress
763644612,2102727638,Weather Damage
1030173989,2102727638,Age
1732878841,2102727638,Electrical Stress
108176463,186766525,Wear
698838035,186766525,Weather Damage
1473720096,186766525,Thermal Stress
971634561,322355130,Weather Damage
2015414385,322355130,Environmental Exposure
251617063,322355130,Electrical Stress
198759332,322355130,Electrical Stress
1149506150,322355130,Electrical Stress
1966713729,1841002423,Physical Damage
746316374,1841002423,Environmental Exposure
2025150813,1841002423,Thermal Stress
1342868401,1841002423,Rust
2013734930,1992169015,Age
65252045,1992169015,Wear
1917353474,1992169015,Electrical Stress
699204551,1030211966,Weather Damage
1456195017,1030211966,Weather Damage
300252672,1030211966,Wear
1710717081,1030211966,Thermal Stress
1150503141,89763056,Thermal Stress
657172049,89763056,Weather Damage
275964106,89763056,Rust
1044222813,89763056,Electrical Stress
1236723463,89763056,Environmental Exposure
110465364,1457697659,Age
2108539252,1457697659,Weather Damage
988095295,1457697659,Wear
1113502825,1457697659,Weather Damage
641103410,1457697659,Environmental Exposure
653906202,1670469401,Wear
2015861626,1670469401,Environmental Exposure
1440066275,1670469401,Thermal Stress
2137668482,1283720909,Electrical Stress
453579176,1283720909,Thermal Stress
1181554145,1283720909,Electrical Stress
1935459825,1283720909,Thermal Stress
348854287,1283720909,Electrical Stress
2007518560,364929657,Weather Damage
1432245210,364929657,Age
1215365073,364929657,Rust
683827085,1810974913,Age
934323641,1810974913,Age
704620464,1810974913,Physical Damage
1972843484,1810974913,Electrical Stress
1343425787,379933179,Rust
2004356178,379933179,Electrical Stress
914542884,379933179,Rust
1386270327,379933179,Physical Damage
482190897,379933179,Environmental Exposure
588282376,811870809,Rust
337937265,811870809,Environmental Exposure
1208583992,811870809,Physical Damage
1919633941,811870809,Electrical Stress
313447912,1727948983,Electrical Stress
240019082,1727948983,Rust
329517019,1727948983,Environmental Exposure
1124529440,1727948983,Environmental Exposure
800076639,1727948983,Physical Damage
1220340570,1998212634,Age
354041581,1998212634,Age
1879940703,962945780,Thermal Stress
579269281,962945780,Electrical Stress
213820479,962945780,Physical Damage
877587260,962945780,Environmental Exposure
2058206162,115673643,Environmental Exposure
1336290981,115673643,Weather Damage
234829189,115673643,Thermal Stress
388329201,1807865108,Age
216011558,1807865108,Wear
835399100,1807865108,Wear
1811107018,1807865108,Wear
170219810,1807865108,Age
303503393,1051171520,Rust
2144504833,1051171520,Environmental Exposure
1882804013,1051171520,Environmental Exposure
1452766390,1051171520,Thermal Stress
1809596760,1051171520,Thermal Stress
2014327865,1619684111,Wear
585170687,1619684111,Age
660072954,1619684111,Weather Damage
413681394,2127291012,Environmental Exposure
419040974,2127291012,Age
373226886,2127291012,Weather Damage
2101616353,1348285670,Wear
1486988840,1348285670,Weather Damage
475886398,1348285670,Thermal Stress
968992394,443721229,Rust
1351077490,443721229,Physical Damage
1058039586,443721229,Electrical Stress
817215401,443721229,Wear
216378369,569998788,Weather Damage
814055055,569998788,Environmental Exposure
294604313,569998788,Weather Damage
580766400,1452335709,Wear
342747502,1452335709,Wear
1854601710,1452335709,Age
1817595663,1323466754,Wear
1814053000,1323466754,Age
1261212258,1323466754,Rust
1700080303,332344821,Environmental Exposure
2129562503,332344821,Electrical Stress
1392914701,332344821,Physical Damage
1151564539,332344821,Weather Damage
1180563304,1755990309,Physical Damage
1288453788,1755990309,Electrical Stress
311533017,1755990309,Electrical Stress
285286836,914055728,Wear
2005772932,914055728,Rust
2145228204,914055728,Environmental Exposure
542616816,1664595860,Rust
1841137676,1664595860,Electrical Stress
638648878,1664595860,Thermal Stress
696183179,1664595860,Physical Damage
1054443631,1664595860,Thermal Stress
1276247192,751807317,Weather Damage
1201980925,751807317,Physical Damage
366640450,751807317,Thermal Stress
960696093,751807317,Rust
648227172,108248931,Environmental Exposure
450126796,108248931,Wear
1182536594,108248931,Environmental Exposure
40390800,108248931,Rust
2064612695,108248931,Rust
1561187524,755202310,Weather Damage
1930882528,755202310,Weather Damage
1145984759,755202310,Electrical Stress
211098686,2037383321,Electrical Stress
1209547472,2037383321,Thermal Stress
1520437840,2037383321,Electrical Stress
1020993318,1269175295,Rust
183073417,1269175295,Electrical Stress
119013653,1269175295,Wear
1913676560,1269175295,Wear
73620181,1044310182,Wear
603124961,44557001,Electrical Stress
538843332,1318270616,Age
1779649481,1318270616,Age
1119196639,1318270616,Rust
519877484,1318270616,Electrical Stress
1827764913,1318270616,Age
608433048,2011531379,Wear
750169827,2011531379,Environmental Exposure
489228258,1488023556,Rust
527153275,1488023556,Age
1556725142,1488023556,Electrical Stress
1283179690,1488023556,Thermal Stress
1753129554,749086527,Weather Damage
792758923,749086527,Electrical Stress
1652879324,749086527,Environmental Exposure
2135097764,814578320,Age
941913019,814578320,Weather Damage
240974904,814578320,Physical Damage
909056846,814578320,Wear
1222603700,814578320,Electrical Stress
506567811,1080038816,Age
904843559,1080038816,Thermal Stress
2106857049,1080038816,Age
251242096,1080038816,Age
592862705,1913616741,Electrical Stress
1753186247,1908339579,Rust
313162363,1908339579,Wear
371828233,1908339579,Weather Damage
343467937,1908339579,Wear
2116028979,1579452392,Electrical Stress
544071820,1579452392,Physical Damage
15635061,1579452392,Rust
1995791890,1956835840,Physical Damage
881637653,1956835840,Environmental Exposure
255296345,1956835840,Age
766247701,1956835840,Electrical Stress
750534529,1956835840,Physical Damage
1877604210,330843051,Electrical Stress
617167330,330843051,Age
1656575101,330843051,Weather Damage
247245300,330843051,Physical Damage
1820045684,1614665629,Physical Damage
597697275,1614665629,Wear
1204153434,316975145,Thermal Stress
53267588,316975145,Rust
1273373522,316975145,Physical Damage
164607169,316975145,Environmental Exposure
1227058402,316975145,Weather Damage
58352373,1911801699,Rust
374546732,1911801699,Environmental Exposure
1638585704,1911801699,Physical Damage
326402018,1911801699,Wear
1372735233,971003919,Age
437007693,971003919,Wear
2107758336,971003919,Age
14101151,971003919,Weather Damage
2034267669,1714901984,Rust
691362327,1714901984,Thermal Stress
1986040940,1714901984,Environmental Exposure
1425890885,1088689840,Age
1686357510,1088689840,Environmental Exposure
409928464,1088689840,Weather Damage
43508219,1794199116,Age
473131905,1794199116,Environmental Exposure
303464163,1794199116,Physical Damage
1823953357,1794199116,Weather Damage
1134143249,427998518,Weather Damage
1100488270,427998518,Rust
1193816054,427998518,Thermal Stress
1153056426,90991221,Environmental Exposure
1904286697,90991221,Age
908602963,90991221,Thermal Stress
1285836017,820256997,Weather Damage
46242608,820256997,Environmental Exposure
1300726940,820256997,Electrical Stress
1876131623,820256997,Age
213485155,820256997,Physical Damage
184529283,821909210,Thermal Stress
407570364,821909210,Wear
1040203108,821909210,Thermal Stress
633318244,821909210,Electrical Stress
153497448,2099740328,Age
1915298954,2099740328,Thermal Stress
174879224,2099740328,Weather Damage
1835611926,770315961,Wear
229842124,770315961,Physical Damage
1268863213,770315961,Rust
460770460,770315961,Thermal Stress
1656084042,770315961,Weather Damage
30223001,1346627261,Wear
256821036,1346627261,Rust
472162593,1346627261,Thermal Stress
2028201549,1346627261,Environmental Exposure
1154681225,1346627261,Electrical Stress
1396475684,1194764467,Weather Damage
1197600265,1194764467,Physical Damage
1713116172,1194764467,Electrical Stress
1526613556,1194764467,Electrical Stress
1937937602,1194764467,Weather Damage
1207268291,859558357,Thermal Stress
1243390528,859558357,Wear
702415513,859558357,Weather Damage
1404879706,859558357,Electrical Stress
1625570623,856370177,Weather Damage
2076485772,856370177,Thermal Stress
245542067,856370177,Electrical Stress
1216258173,662700896,Physical Damage
1492744732,662700896,Wear
1896873372,662700896,Weather Damage
1870978878,662700896,Physical Damage
855378327,662700896,Weather Damage
1024361132,1099415528,Rust
1904599390,1099415528,Age
1070647829,1099415528,Wear
1030029697,1099415528,Physical Damage
1173213277,1978642692,Environmental Exposure
1222955046,1978642692,Thermal Stress
609582282,1978642692,Thermal Stress
813373709,1678621654,Wear
396488949,1678621654,Thermal Stress
2054320439,1678621654,Rust
1248233715,1678621654,Electrical Stress
1621875462,1678621654,Thermal Stress
1131132884,962773151,Age
430978101,962773151,Wear
1837190836,962773151,Electrical Stress
571790549,962773151,Environmental Exposure
1474797257,962773151,Rust
52318159,1878881415,Thermal Stress
2078865028,1878881415,Environmental Exposure
809976437,1878881415,Thermal Stress
2084949672,960687928,Age
1736001312,960687928,Electrical Stress
331298691,960687928,Wear
1274607014,585608133,Age
512431691,585608133,Weather Damage
532395574,585608133,Age
667645522,1409151023,Physical Damage
2143296238,1409151023,Weather Damage
1256977457,1409151023,Thermal Stress
1097200111,1371104542,Weather Damage
1805959920,1371104542,Rust
144586602,1371104542,Thermal Stress
1970272195,1371104542,Rust
1190078302,1371104542,Electrical Stress
574201742,1209700274,Physical Damage
1560126014,1209700274,Weather Damage
1507482770,1209700274,Rust
1775036172,1620601924,Age
1338214127,1620601924,Wear
1588569718,1620601924,Age
1191810239,1620601924,Physical Damage
1349136723,1620601924,Weather Damage
1005834897,253798723,Physical Damage
1530115657,253798723,Wear
1652703034,253798723,Weather Damage
1599246456,253798723,Thermal Stress
731182040,327984586,Weather Damage
873238993,327984586,Rust
1325722720,327984586,Environmental Exposure
68538787,327984586,Weather Damage
1898717370,988699148,Wear
1045572957,988699148,Environmental Exposure
63716605,988699148,Thermal Stress
1329587708,988699148,Age
775346404,102866153,Age
37040721,102866153,Electrical Stress
1575138491,102866153,Thermal Stress
1079490982,861183770,Physical Damage
2088076457,861183770,Electrical Stress
2108125270,861183770,Environmental Exposure
1134928059,1342406738,Weather Damage
1322726547,1342406738,Thermal Stress
837554146,1342406738,Thermal Stress
1669886106,1342406738,Age
1557829267,1342406738,Rust
70811952,2098370573,Wear
144601198,2098370573,Rust
1101019253,2098370573,Thermal Stress
1603137529,2098370573,Environmental Exposure
1717792666,2098370573,Rust
858586387,300019911,Electrical Stress
83113237,300019911,Weather Damage
459216651,300019911,Environmental Exposure
459669968,300019911,Rust
1149383380,300019911,Physical Damage
1527217083,1979920419,Environmental Exposure
1335386547,1979920419,Rust
1506453622,1979920419,Wear
1658570894,1979920419,Age
1491048658,975843516,Thermal Stress
1193391435,975843516,Wear
799427355,975843516,Electrical Stress
1958976264,975843516,Electrical Stress
1693957993,2022372532,Weather Damage
1483071489,2022372532,Age
556950292,2022372532,Thermal Stress
498933890,502036520,Environmental Exposure
1057788476,502036520,Environmental Exposure
633777562,502036520,Wear
223119632,502036520,Physical Damage
1797841504,1926997297,Rust
740675857,1926997297,Weather Damage
340815248,1926997297,Electrical Stress
1141829052,1716749940,Wear
2057624819,1716749940,Weather Damage
574782752,1716749940,Electrical Stress
876382915,1716749940,Physical Damage
1281485015,829569313,Weather Damage
1042242231,829569313,Rust
1192572004,829569313,Physical Damage
1165973408,829569313,Weather Damage
545851797,829569313,Weather Damage
795723292,1053392759,Electrical Stress
825441392,1053392759,Thermal Stress
347166320,1053392759,Weather Damage
381333794,273258396,Wear
367090813,273258396,Physical Damage
318535577,273258396,Physical Damage
2026920491,72909846,Age
1601155675,72909846,Electrical Stress
1761641939,72909846,Rust
1361691888,72909846,Age
1246788487,1653303313,Environmental Exposure
1252560874,1653303313,Age
1940856087,1653303313,Thermal Stress
270494195,1653303313,Environmental Exposure
409782151,1147466876,Weather Damage
1223678174,1147466876,Age
1738576650,1147466876,Environmental Exposure
1007407710,1147466876,Rust
434742702,1816510250,Thermal Stress
1586801182,1816510250,Age
1351983035,1816510250,Weather Damage
23926720,1927169455,Electrical Stress
2146342880,1927169455,Wear
1127941556,1927169455,Age
750822972,1948998016,Rust
295571669,1948998016,Electrical Stress
1387544662,1948998016,Electrical Stress
844935956,1948998016,Electrical Stress
779001561,1948998016,Environmental Exposure
938152300,512237713,Wear
509566789,512237713,Environmental Exposure
1347642324,512237713,Physical Damage
1048326016,512237713,Electrical Stress
1958245130,512237713,Environmental Exposure
